Weight,Height,Age,Gender,Goal,Activity_Level,Water_Intake(L),Protein_Intake(g),Diet_Plan,Food_Items
51.62903550150781,175.74086769648451,46,Male,Muscle Gain,Active,3.6,103.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
107.0127937812255,167.9616684699883,52,Female,Maintenance,Active,7.5,171.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
69.729834234138,179.64754257174638,57,Male,Fat Loss,Active,4.9,83.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
58.27153793351594,158.17619362925115,31,Male,Maintenance,Active,4.1,93.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
98.77160157549054,169.55407683258804,52,Female,Fat Loss,Active,6.9,118.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
94.02599927459188,198.47061611676438,37,Male,Muscle Gain,Moderate,4.9,188.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
111.4230409468937,162.90667163505637,30,Male,Fat Loss,Active,7.8,133.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
101.454973066272,182.8368332270646,55,Female,Maintenance,Moderate,5.3,162.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
106.24366512693939,166.25950321123474,25,Male,Maintenance,Moderate,5.6,170.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
69.74242007999146,188.67365628433004,37,Male,Muscle Gain,Active,4.9,139.5,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
62.4207680645806,156.5436830359175,50,Male,Fat Loss,Active,4.4,74.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
102.54303261486008,198.49105225392725,43,Male,Muscle Gain,Moderate,5.4,205.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
106.47843174870849,172.68947706918198,56,Male,Muscle Gain,Moderate,5.6,213.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
119.33535994004713,161.8025231673232,38,Female,Maintenance,Active,8.4,190.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
78.88323738379985,153.67483736650064,59,Female,Fat Loss,Active,5.5,94.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
76.04126600549482,158.48789525437704,58,Female,Fat Loss,Moderate,4.0,91.2,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
104.34890725193978,175.98869742780087,26,Female,Fat Loss,Moderate,5.5,125.2,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
73.85624781771125,166.85015882156432,41,Male,Fat Loss,Moderate,3.9,88.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
115.15301279224953,191.44416829413046,54,Male,Muscle Gain,Sedentary,4.8,230.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
110.08889262901083,171.5443761830903,58,Male,Muscle Gain,Moderate,5.8,220.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
80.02958191625129,162.4357136293815,34,Male,Maintenance,Sedentary,3.4,128.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
102.56097474540482,180.8572493302015,41,Male,Muscle Gain,Active,7.2,205.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
102.81800118592776,185.3388608442723,38,Female,Muscle Gain,Active,7.2,205.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
57.218670818515285,158.35209539504748,56,Female,Maintenance,Moderate,3.0,91.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
113.17870346756968,158.3809608144159,58,Male,Maintenance,Active,7.9,181.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
85.36766607135,151.83357134667716,56,Male,Maintenance,Active,6.0,136.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
107.85202262754191,186.82010075328202,30,Male,Muscle Gain,Active,7.5,215.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
72.40347207214282,183.19022638109027,28,Female,Muscle Gain,Active,5.1,144.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
112.68662599473403,173.7315437874907,36,Male,Maintenance,Sedentary,4.7,180.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
77.24411751139142,192.20852244845986,28,Male,Maintenance,Sedentary,3.2,123.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
50.75863560362089,190.28350764750266,30,Male,Maintenance,Moderate,2.7,81.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
113.37673834934846,179.2677182198376,18,Female,Muscle Gain,Moderate,6.0,226.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
56.390067375029346,193.41356402566294,57,Male,Muscle Gain,Moderate,3.0,112.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
72.35195463132904,160.29206050183842,36,Female,Fat Loss,Active,5.1,86.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
116.50433769355635,155.5959809698864,29,Female,Muscle Gain,Active,8.2,233.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
116.54250028562893,163.48748057584947,25,Female,Muscle Gain,Sedentary,4.9,233.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
90.14065216863003,152.85434280446574,25,Female,Muscle Gain,Sedentary,3.8,180.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
94.22860485188595,176.5584764000516,29,Female,Maintenance,Moderate,4.9,150.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
81.39118653848239,196.83028461474808,50,Female,Muscle Gain,Sedentary,3.4,162.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
70.52475401886451,151.9671770334255,43,Male,Maintenance,Sedentary,3.0,112.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
73.00651817589412,156.10549570050134,56,Male,Fat Loss,Sedentary,3.1,87.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
97.0762919253927,172.60995141417177,45,Male,Fat Loss,Sedentary,4.1,116.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
102.66621706063759,196.69375087639526,22,Female,Maintenance,Sedentary,4.3,164.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
105.4105330608094,165.80780524883752,25,Male,Maintenance,Moderate,5.5,168.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
105.27326999561878,175.36174043441963,42,Female,Maintenance,Moderate,5.5,168.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
56.38442721340833,152.0786429525196,44,Female,Muscle Gain,Sedentary,2.4,112.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
84.6094213291807,157.41716004810445,40,Female,Fat Loss,Moderate,4.4,101.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
54.0291132011651,199.33150614794235,47,Male,Maintenance,Active,3.8,86.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
88.46702176266149,198.25593482180227,40,Female,Muscle Gain,Sedentary,3.7,176.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
80.90713509613639,150.24699904672048,37,Female,Fat Loss,Active,5.7,97.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
112.13929279308098,197.59058927116195,35,Male,Muscle Gain,Moderate,5.9,224.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
74.5640508786455,181.95599689077503,35,Male,Fat Loss,Moderate,3.9,89.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
58.19469114993241,193.3959147260011,19,Female,Muscle Gain,Active,4.1,116.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
60.009417743698506,172.73699278169295,21,Female,Fat Loss,Moderate,3.2,72.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
103.30574422022306,175.77980142896251,47,Male,Fat Loss,Sedentary,4.3,124.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
93.27526443213827,174.44232901284602,50,Male,Muscle Gain,Active,6.5,186.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
57.07858732859532,183.34321287730523,53,Male,Maintenance,Sedentary,2.4,91.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
55.88747642804982,156.98256273781564,35,Female,Fat Loss,Active,3.9,67.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
99.0678392021384,151.4986794936339,54,Male,Maintenance,Moderate,5.2,158.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
55.09341044549355,165.39649707955954,36,Male,Muscle Gain,Active,3.9,110.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
107.53020415032493,185.23403813683234,45,Male,Maintenance,Active,7.5,172.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
99.43695590095473,160.09267260614743,57,Female,Maintenance,Sedentary,4.2,159.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
55.69441464493298,183.67162166624587,37,Male,Maintenance,Moderate,2.9,89.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
55.938639985963434,198.49560230536352,50,Male,Maintenance,Sedentary,2.3,89.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
119.06477049508229,154.69503578947092,29,Male,Maintenance,Moderate,6.3,190.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
76.19895570292843,183.63010591125632,32,Male,Fat Loss,Sedentary,3.2,91.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
75.94495029468237,172.18751096522857,58,Male,Fat Loss,Active,5.3,91.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
106.89596970802518,193.40711271887528,56,Female,Fat Loss,Sedentary,4.5,128.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
116.30740041687011,158.8574894723693,19,Female,Muscle Gain,Moderate,6.1,232.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
119.02007446760096,184.63129761130824,46,Female,Maintenance,Moderate,6.2,190.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
102.73647296812592,191.90576448240552,58,Male,Fat Loss,Active,7.2,123.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
76.3381709871641,197.23071097370115,27,Female,Muscle Gain,Moderate,4.0,152.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
55.845050168906816,184.1624014144823,19,Female,Fat Loss,Sedentary,2.3,67.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
104.40028411492057,174.85873820042136,28,Female,Fat Loss,Active,7.3,125.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
89.08829748150634,180.8923620100607,30,Male,Maintenance,Moderate,4.7,142.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
79.69554064728834,193.44524922393592,27,Male,Muscle Gain,Moderate,4.2,159.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
113.44480695663151,178.5304873319415,31,Female,Maintenance,Sedentary,4.8,181.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
57.7838237614306,151.51935298484185,35,Female,Maintenance,Sedentary,2.4,92.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
84.48375730036014,196.5474347753489,26,Male,Fat Loss,Active,5.9,101.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
50.794755133719335,184.47633755157807,56,Male,Maintenance,Moderate,2.7,81.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
82.80624493958884,183.82566928886234,45,Female,Muscle Gain,Sedentary,3.5,165.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
53.94122929772861,160.78375761988585,20,Male,Maintenance,Active,3.8,86.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
58.31725413876504,182.94427351163284,37,Female,Maintenance,Moderate,3.1,93.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
58.22683727439734,169.69322028270793,23,Male,Maintenance,Moderate,3.1,93.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
95.44472114812444,182.5616488520746,44,Female,Fat Loss,Active,6.7,114.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
102.22314154857963,155.32965151539955,19,Female,Muscle Gain,Active,7.2,204.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
90.83581355680117,182.8922652301518,46,Male,Fat Loss,Sedentary,3.8,109.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
117.35207839321794,199.97068628853333,55,Female,Fat Loss,Moderate,6.2,140.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
76.24094056665928,152.4106019430278,20,Female,Fat Loss,Moderate,4.0,91.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
69.99984603973024,198.85870921106587,33,Female,Fat Loss,Moderate,3.7,84.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
110.80193897326222,170.34539803614354,47,Male,Fat Loss,Active,7.8,133.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
65.65170869636168,193.53767251686295,57,Male,Muscle Gain,Sedentary,2.8,131.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
117.4255777608428,189.1192742029137,19,Male,Maintenance,Moderate,6.2,187.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
50.850813228287144,178.3508130493334,34,Female,Fat Loss,Active,3.6,61.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
117.89151786953474,186.92246046256633,58,Male,Fat Loss,Moderate,6.2,141.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
53.02119383654033,193.9257780650674,29,Female,Muscle Gain,Sedentary,2.2,106.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
112.38001795886498,170.20701608255166,52,Female,Muscle Gain,Moderate,5.9,224.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
86.93907763604099,166.35165807816193,18,Male,Maintenance,Sedentary,3.7,139.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
119.50753572835103,183.37966927817922,32,Male,Muscle Gain,Sedentary,5.0,239.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
55.16575953147792,190.39229709706294,43,Female,Maintenance,Moderate,2.9,88.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
88.76979990809245,188.1142567388308,54,Female,Fat Loss,Moderate,4.7,106.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
117.85117749333693,189.89068244293173,38,Male,Fat Loss,Sedentary,4.9,141.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
86.61684909191041,171.77916574064665,48,Male,Maintenance,Active,6.1,138.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
94.05790466946837,190.89171080875107,42,Male,Muscle Gain,Sedentary,4.0,188.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
98.7024082289232,156.01045276853043,40,Female,Maintenance,Moderate,5.2,157.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
81.81787453374412,177.22445489804247,41,Female,Muscle Gain,Moderate,4.3,163.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
93.92906560588443,150.28793302490607,55,Female,Fat Loss,Active,6.6,112.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
90.90200183461701,166.2292914950135,45,Female,Muscle Gain,Sedentary,3.8,181.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
113.08106073436923,168.32307674356989,38,Female,Maintenance,Sedentary,4.7,180.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
53.18124662390205,169.80863458046278,35,Male,Maintenance,Sedentary,2.2,85.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
69.66742327145613,184.7733603344931,53,Male,Fat Loss,Moderate,3.7,83.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
116.52880388535911,169.4279050635173,52,Female,Muscle Gain,Sedentary,4.9,233.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
112.31846487236413,172.43468113112652,26,Female,Muscle Gain,Active,7.9,224.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
81.8959726949999,161.87720654371637,55,Male,Muscle Gain,Moderate,4.3,163.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
93.40928184610758,168.662589581467,47,Male,Fat Loss,Moderate,4.9,112.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
69.41668280867928,161.36348136315758,51,Male,Muscle Gain,Sedentary,2.9,138.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
63.16848118066329,153.65979618842218,49,Male,Maintenance,Active,4.4,101.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
82.45888834579875,180.1724296690689,20,Female,Muscle Gain,Moderate,4.3,164.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
74.7346559618237,183.41063992775082,20,Male,Fat Loss,Moderate,3.9,89.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
90.85592782956104,180.97451730048073,45,Female,Muscle Gain,Sedentary,3.8,181.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
55.44142458754894,173.17470219002863,32,Male,Muscle Gain,Sedentary,2.3,110.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
118.20763653663165,168.9892890089615,58,Male,Maintenance,Active,8.3,189.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
119.0347521135722,193.16668247859127,40,Male,Muscle Gain,Sedentary,5.0,238.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
98.87131998138216,175.9540892568109,57,Female,Maintenance,Active,6.9,158.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
87.52674564408844,173.95909388148655,28,Female,Maintenance,Moderate,4.6,140.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
71.66693314004294,151.28210329032177,49,Male,Fat Loss,Active,5.0,86.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
106.96565137948642,167.0623913813078,53,Female,Maintenance,Active,7.5,171.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
97.93118207877154,169.00978093929285,50,Female,Maintenance,Active,6.9,156.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
61.38318575414239,169.94113904484502,41,Male,Fat Loss,Moderate,3.2,73.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
113.76490291456898,179.0086184613666,56,Male,Maintenance,Sedentary,4.8,182.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
107.57760700462183,176.68012733634393,51,Female,Fat Loss,Moderate,5.6,129.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
116.48599393043469,180.39525463967223,45,Female,Muscle Gain,Sedentary,4.9,233.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
100.8003655871852,188.2441630771064,54,Female,Fat Loss,Active,7.1,121.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
92.93906371550528,190.64928693580467,24,Male,Maintenance,Active,6.5,148.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
79.27701254034332,185.9061538113247,21,Male,Fat Loss,Active,5.5,95.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
115.29099383478093,197.77618479774674,54,Female,Maintenance,Active,8.1,184.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
110.62447226502859,150.91162913381808,18,Male,Muscle Gain,Active,7.7,221.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
53.16530690743326,159.78889928417732,18,Male,Fat Loss,Sedentary,2.2,63.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
51.84568821480764,150.3781437489071,37,Female,Muscle Gain,Sedentary,2.2,103.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
76.35243568146348,182.37373570773013,36,Female,Maintenance,Active,5.3,122.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
106.7387331547283,194.90152744749935,46,Male,Maintenance,Moderate,5.6,170.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
119.1093290520461,162.17411482881496,27,Male,Muscle Gain,Moderate,6.3,238.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
60.52918237724697,196.35172723981532,35,Female,Fat Loss,Active,4.2,72.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
91.58915007464947,153.01336951447803,45,Male,Fat Loss,Sedentary,3.8,109.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
76.66235996417151,196.7218013402757,52,Male,Maintenance,Moderate,4.0,122.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
117.89400784702222,167.58113436198173,48,Female,Muscle Gain,Moderate,6.2,235.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
108.9483246194996,155.07104142246084,44,Female,Muscle Gain,Moderate,5.7,217.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
108.68300932977965,174.29358795931628,28,Male,Fat Loss,Active,7.6,130.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
82.80852118564792,162.8388283860254,55,Male,Fat Loss,Moderate,4.3,99.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
79.03736516363657,164.24364509809615,22,Male,Fat Loss,Moderate,4.1,94.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
69.13849503514943,165.36449824631433,25,Female,Muscle Gain,Moderate,3.6,138.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
53.9462847655649,190.15129489163317,51,Male,Fat Loss,Moderate,2.8,64.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
110.53056633785373,176.95806383376274,29,Male,Fat Loss,Sedentary,4.6,132.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
106.90307063910544,165.56538495780018,55,Female,Maintenance,Active,7.5,171.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
119.98023713002914,180.51668916554593,18,Female,Fat Loss,Active,8.4,144.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
119.76457859517338,185.8075337111597,48,Male,Fat Loss,Sedentary,5.0,143.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
88.88021939218392,163.6312000366767,21,Female,Muscle Gain,Sedentary,3.7,177.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
103.82911906263573,170.67745507626756,22,Female,Muscle Gain,Active,7.3,207.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
116.13360109176996,156.09430466684736,47,Male,Maintenance,Moderate,6.1,185.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
109.47531734741881,159.05746747673402,41,Female,Fat Loss,Moderate,5.7,131.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
67.31436712202384,184.05589269824912,20,Female,Maintenance,Active,4.7,107.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
81.53808947170654,159.07191738478136,28,Male,Muscle Gain,Moderate,4.3,163.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
59.04115906060465,176.258169183353,21,Female,Maintenance,Sedentary,2.5,94.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
116.78357190811056,185.45231308612165,43,Male,Muscle Gain,Moderate,6.1,233.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
92.4322244115616,155.34384615473718,44,Male,Maintenance,Moderate,4.9,147.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
66.00499638524239,178.36561098144517,44,Female,Maintenance,Moderate,3.5,105.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
97.01904790840997,162.82813918506818,59,Female,Fat Loss,Active,6.8,116.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
93.26897683205272,198.146343761879,23,Female,Maintenance,Sedentary,3.9,149.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
75.07139026229883,174.17728233599624,32,Male,Fat Loss,Moderate,3.9,90.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
57.94903145397403,190.2996274887579,47,Female,Fat Loss,Active,4.1,69.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
97.01012369149598,177.5113271078131,59,Male,Fat Loss,Moderate,5.1,116.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
86.42153906326553,152.17062664274096,54,Female,Fat Loss,Sedentary,3.6,103.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
104.06228742149474,181.6575687797011,54,Female,Maintenance,Moderate,5.5,166.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
86.41144507783955,197.57016711033285,59,Female,Muscle Gain,Sedentary,3.6,172.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
109.65270502229781,180.08059100731657,54,Male,Muscle Gain,Moderate,5.8,219.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
88.633478714214,190.9594429713395,52,Female,Muscle Gain,Sedentary,3.7,177.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
89.26565800747704,194.2103231674204,40,Female,Maintenance,Moderate,4.7,142.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
111.36575218608415,161.4039885974466,23,Male,Fat Loss,Sedentary,4.7,133.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
78.2438006348678,160.60224199541133,21,Male,Muscle Gain,Moderate,4.1,156.5,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
59.38106599154485,180.54904944254957,35,Female,Maintenance,Moderate,3.1,95.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
52.014787341933726,170.55142349033522,26,Female,Fat Loss,Active,3.6,62.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
102.85960789715332,191.99306514333603,46,Female,Muscle Gain,Active,7.2,205.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
93.42166859474253,195.00115616990055,30,Male,Fat Loss,Sedentary,3.9,112.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
99.28558376694565,167.6710689651359,34,Male,Muscle Gain,Moderate,5.2,198.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
64.90749130562375,161.8435279487241,49,Male,Muscle Gain,Sedentary,2.7,129.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
59.54600329107389,189.0262757621931,39,Male,Muscle Gain,Active,4.2,119.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
51.018126596751735,163.7403017774068,21,Female,Fat Loss,Sedentary,2.1,61.2,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
74.54112911646179,191.13071592568392,22,Male,Maintenance,Sedentary,3.1,119.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
91.29423807982431,171.18691268243813,54,Male,Fat Loss,Active,6.4,109.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
